variable,tipo,n_presentes,n_unicos,n_nan,pct_nan,modulo,notas,rol_provisional,etiqueta_codebook,ref_fuente,n_ref,documentada_codebook,tipo_version
UDMJFMLYCTD,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD MARIJUANA USE DESPITE MJ CAUSE ARGUMENTS W/FAM/FRNDS,DPMJACNT,1,True,Original u otra
UDMJGETHURT,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,MARIJUANA USE INCREASED CHANCE GETTING HURT PST 12 MOS,DPMJHURT,1,True,Original u otra
UDMJWDANGRY,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEELING IRRITABLE OR ANGRY-MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD1,1,True,Original u otra
UDMJWDFLANX,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEELING ANXIOUS/NERVOUS - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD2,1,True,Original u otra
UDMJWDSLEEP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HAVING TROUBLE SLEEPING - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD3,1,True,Original u otra
UDMJWDAPPET,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,LOSING APPETITE OR WEIGHT - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD4,1,True,Original u otra
UDMJWDSITST,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,COULDN'T SIT STILL - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD5,1,True,Original u otra
UDMJWDDEPRS,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEELING DEPRESSED - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD6,1,True,Original u otra
UDMJWDSTMCH,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,STOMACH ACHE - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD7,1,True,Original u otra
UDMJWDSHAKE,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SHAKING OR TREMORS - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD8,1,True,Original u otra
UDMJWDSWEAT,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SWEATING - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD9,1,True,Original u otra
UDMJWDFEVER,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEVER - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD10,1,True,Original u otra
UDMJWDCHILL,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CHILLS - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD11,1,True,Original u otra
UDMJWDHEDAC,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HEADACHE - MJ WITHDRAWAL SYMPTOM PST 12 MOS,DPMJWD12,1,True,Original u otra
UDMJAVOIDWD,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,DPMJOVER,1,True,Original u otra
UDMJAVWMARJ,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,DPMJUSE_1,1,True,Original u otra
UDMJAVWOTHR,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,DPMJUSE_2,1,True,Original u otra
UDCCTIMEUSE,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF COCAINE PST 12MOS,DPCCFEEL,1,True,Original u otra
UDCCTIMEGET,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL TIME TRY TO GET/GETTING COCAINE PST 12 MOS,DPCCGET,1,True,Original u otra
UDCCLRGAMTS,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED COC LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,DPCCLRGR,1,True,Original u otra
UDCCWANTBAD,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,WANTED TO USE COCAINE SO BADLY IN PAST 12 MOS,DPCCBDLY,1,True,Original u otra
UDCCSTRURGE,int64,47299,10,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,STRONG URGE TO USE COCAINE IN PAST 12 MOS,DPCCURGE,1,True,Original u otra
UDCCNEEDMOR,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,NEEDED A LOT MORE COCAINE TO GET FEELING YOU WANT,DPCCMORE,1,True,Original u otra
UDCCLESSEFF,int64,47299,10,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SAME AMT COCAINE HAS LESS EFFECT THAN IT USED TO,DPCCLESS,1,True,Original u otra
UDCCTRYSTOP,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TRY TO CUT DOWN/STOP COCAINE USE IN PAST 12 MOS,DPCCSTOP,1,True,Original u otra
UDCCNOTSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,UNABLE TO CUT/STOP COCAINE MORE THAN ONE TIME PAST 12 MOS,DPCCCANT,1,True,Original u otra
UDCCWSHSTOP,int64,47299,10,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,OFTEN WISH CUT DOWN OR STOP COCAINE USE PAST 12 MOS,DPCCWISH,1,True,Original u otra
UDCCHLTHPRB,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY COC PST 12 MOS,DPCCPHYS,1,True,Original u otra
UDCCHLTHCTD,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD TO USE COCAINE DESPITE COCAINE CAUSE/WORSEN PHYS PRBS,DPCCPCNT,1,True,Original u otra
UDCCMNTLPRB,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY COCAINE PAST 12 MOS,DPCCMNTL,1,True,Original u otra
UDCCMNTLCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD COCAINE USE DESPITE COC CSE/WRSN EMOT/MNTL HLTH PRBS,DPCCMCNT,1,True,Original u otra
UDCCSTOPACT,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,LESS ACTIVITIES B/C OF COCAINE USE PAST 12 MOS,DPCCACTV,1,True,Original u otra
UDCCWORKPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,COCAINE CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,DPCCSERI,1,True,Original u otra
UDCCFMLYPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,COCAINE CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,DPCCARGU,1,True,Original u otra
UDCCFMLYCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD COCAINE USE DESPITE COC CAUSE ARGUMENTS W/FAM/FRNDS,DPCCACNT,1,True,Original u otra
UDCCGETHURT,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,COCAINE USE INCREASED CHANCE GETTING HURT PST 12 MOS,DPCCHURT,1,True,Original u otra
UDCCWDFLBLU,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING COCAINE,DPCCBLUE,1,True,Original u otra
UDCCWDTIRED,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEELING TIRED/EXHAUSTED - COC WITHDRAWAL SYMPTOM PST 12 MOS,DPCCWD_1,1,True,Original u otra
UDCCWDDREAM,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HAVING BAD DREAMS - COC WITHDRAWAL SYMPTOM PST 12 MOS,DPCCWD_2,1,True,Original u otra
UDCCWDSLEEP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TROUBLE/MORE SLEEPING - COC WITHDRAWAL SYMPTOM PST 12 MOS,DPCCWD_3,1,True,Original u otra
UDCCWDHNGRY,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEELING HUNGRY - COC WITHDRAWAL SYMPTOM PST 12 MOS,DPCCWD_4,1,True,Original u otra
UDCCWDSITST,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SLOWED DOWN/RESTLESS - COC WITHDRAWAL SYMPTOM PST 12 MOS,DPCCWD_5,1,True,Original u otra
UDCCAVOIDWD,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USE COC/OTH DRUG TO GET OVER/AVOID COC WITHDRAWAL PST 12 MOS,DPCCOVER,1,True,Original u otra
UDCCAVWCOCN,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED COCAINE TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,DPCCUSE_1,1,True,Original u otra
UDCCAVWMETH,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED METH TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,DPCCUSE_2,1,True,Original u otra
UDCCAVWSTIM,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED STM TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,DPCCUSE_3,1,True,Original u otra
UDCCAVWOTHR,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED SOMETHING ELSE TO GET OVR/AVD COC WITHDRAWAL PST 12 MOS,DPCCUSE_4,1,True,Original u otra
UDHETIMEUSE,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF HEROIN PST 12 MOS,DPHEFEEL,1,True,Original u otra
UDHETIMEGET,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL TIME TRY TO GET/GETTING HEROIN PST 12 MOS,DPHEGET,1,True,Original u otra
UDHELRGAMTS,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED HER LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,DPHELRGR,1,True,Original u otra
UDHEWANTBAD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,WANTED TO USE HEROIN SO BADLY IN PAST 12 MOS,DPHEBDLY,1,True,Original u otra
UDHESTRURGE,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,STRONG URGE TO USE HEROIN IN PAST 12 MOS,DPHEURGE,1,True,Original u otra
UDHENEEDMOR,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,NEEDED A LOT MORE HEROIN TO GET FEELING YOU WANT,DPHEMORE,1,True,Original u otra
UDHELESSEFF,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SAME AMT HEROIN HAS LESS EFFECT THAN IT USED TO,DPHELESS,1,True,Original u otra
UDHETRYSTOP,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TRY TO CUT DOWN/STOP HEROIN USE IN PAST 12 MOS,DPHESTOP,1,True,Original u otra
UDHENOTSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,UNABLE TO CUT/STOP HEROIN USE MORE THAN ONE TIME PAST 12 MOS,DPHECANT,1,True,Original u otra
UDHEWSHSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,OFTEN WISH CUT DOWN OR STOP HEROIN USE PAST 12 MOS,DPHEWISH,1,True,Original u otra
UDHEHLTHPRB,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY HEROIN PST 12MOS,DPHEPHYS,1,True,Original u otra
UDHEHLTHCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD TO USE HEROIN DESPITE HEROIN CAUSE/WORSEN PHYS PRBS,DPHEPCNT,1,True,Original u otra
UDHEMNTLPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY HEROIN PAST 12 MOS,DPHEMNTL,1,True,Original u otra
UDHEMNTLCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD HEROIN USE DESPITE HEROIN CSE/WRSN EMOT/MNTL HLTH PRBS,DPHEMCNT,1,True,Original u otra
UDHESTOPACT,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,LESS ACTIVITIES B/C OF HEROIN USE PAST 12 MOS,DPHEACTV,1,True,Original u otra
UDHEWORKPRB,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HEROIN CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,DPHESERI,1,True,Original u otra
UDHEFMLYPRB,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HEROIN CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,DPHEARGU,1,True,Original u otra
UDHEFMLYCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD HEROIN DESPITE HEROIN CAUSE ARGUMENTS W/FAM/FRNDS,DPHEACNT,1,True,Original u otra
UDHEGETHURT,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HEROIN INCREASED CHANCE GETTING HURT PST 12 MOS,DPHEHURT,1,True,Original u otra
UDHEWDFLBLU,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,FEELING BLUE/DOWN - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_1,1,True,Original u otra
UDHEWDVOMIT,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,VOMITING/NAUSEOUS - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_2,1,True,Original u otra
UDHEWDCRAMP,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HAVING MUSCLE CRAMPS/ACHES-HER WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_3,1,True,Original u otra
UDHEWDRUNNY,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TEARY EYES/RUNNY NOSE - HER WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_4,1,True,Original u otra
UDHEWDSWEAT,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SWEATY/LRG PUPILS/HAIR STNDING UP-HER W/DRWAL SYM PST 12 MOS,DPHEWD_5,1,True,Original u otra
UDHEWDDIARR,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HAVING DIARRHEA - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_6,1,True,Original u otra
UDHEWDYAWNS,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,YAWNING - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_7,1,True,Original u otra
UDHEWDFEVER,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HAVING FEVER - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_8,1,True,Original u otra
UDHEWDSLEEP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HAVING TRBL SLEEPING - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,DPHEWD_9,1,True,Original u otra
UDHEAVOIDWD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USE HEROIN TO GET OVER/AVOID HEROIN WITHDRAWAL IN PST 12 MOS,DPHEOVER,1,True,Original u otra
UDHEAVWHERN,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED HEROIN TO GET OVER/AVOID HER WITHDRAWAL IN PST 12 MOS,DPHEUSE_1,1,True,Original u otra
UDHEAVWPNRL,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED PN RLVR TO GET OVER/AVOID HER WITHDRAWAL IN PST 12 MOS,DPHEUSE_2,1,True,Original u otra
UDHEAVWOTHR,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED SOMETHING ELSE TO GET OVR/AVD HER WITHDRAWAL PST 12 MOS,DPHEUSE_3,1,True,Original u otra
UDHATIMEUSE,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF HAL PST 12 MOS,DPHAFEEL,1,True,Original u otra
UDHATIMEGET,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL TIME TRY TO GET/GETTING HAL IN PST 12 MOS,DPHAGET,1,True,Original u otra
UDHALRGAMTS,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED HAL LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,DPHALRGR,1,True,Original u otra
UDHAWANTBAD,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,WANTED TO USE HALLUC SO BADLY IN PAST 12 MOS,DPHABDLY,1,True,Original u otra
UDHASTRURGE,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,STRONG URGE TO USE HALLUC IN PAST 12 MOS,DPHAURGE,1,True,Original u otra
UDHANEEDMOR,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,NEEDED A LOT MORE HALLUC TO GET FEELING YOU WANT,DPHAMORE,1,True,Original u otra
UDHALESSEFF,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SAME AMT HALLUC HAS LESS EFFECT THAN IT USED TO,DPHALESS,1,True,Original u otra
UDHATRYSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TRY TO CUT DOWN/STOP HALLUC USE IN PAST 12 MOS,DPHASTOP,1,True,Original u otra
UDHANOTSTOP,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,UNABLE TO CUT/STOP HALLUC MORE THAN ONE TIME PAST 12 MOS,DPHACANT,1,True,Original u otra
UDHAWSHSTOP,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,OFTEN WISH CUT DOWN OR STOP HALLUC PAST 12 MOS,DPHAWISH,1,True,Original u otra
UDHAHLTHPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY HAL PST 12 MOS,DPHAPHYS,1,True,Original u otra
UDHAHLTHCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD TO USE HALLUC DESPITE HALLUC CAUSE/WORSEN PHYS PRBS,DPHAPCNT,1,True,Original u otra
UDHAMNTLPRB,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY HALLUC PAST 12 MOS,DPHAMNTL,1,True,Original u otra
UDHAMNTLCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD HALLUC USE DESPITE HAL CSE/WRSN EMOT/MNTL HLTH PRBS,DPHAMCNT,1,True,Original u otra
UDHASTOPACT,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,LESS ACTIVITIES B/C OF HALLUC USE PAST 12 MOS,DPHAACTV,1,True,Original u otra
UDHAWORKPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HALLUC CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,DPHASERI,1,True,Original u otra
UDHAFMLYPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HALLUC CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,DPHAARGU,1,True,Original u otra
UDHAFMLYCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD HALLUC USE DESPITE HAL CAUSE ARGUMENTS W/FAM/FRNDS,DPHAACNT,1,True,Original u otra
UDHAGETHURT,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,HALLUC USE INCREASED CHANCE GETTING HURT PST 12 MOS,DPHAHURT,1,True,Original u otra
UDINTIMEUSE,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF INH PST 12 MOS,DPINFEEL,1,True,Original u otra
UDINTIMEGET,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL TIME TRY TO GET/GETTING INH IN PST 12 MOS,DPINGET,1,True,Original u otra
UDINLRGAMTS,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED INH LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,DPINLRGR,1,True,Original u otra
UDINWANTBAD,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,WANTED TO USE INHALANTS SO BADLY IN PAST 12 MOS,DPINBDLY,1,True,Original u otra
UDINSTRURGE,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,STRONG URGE TO USE INHALANTS IN PAST 12 MOS,DPINURGE,1,True,Original u otra
UDINNEEDMOR,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,NEEDED A LOT MORE INHALANTS TO GET FEELING YOU WANT,DPINMORE,1,True,Original u otra
UDINLESSEFF,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SAME AMT INHALANTS HAS LESS EFFECT THAN IT USED TO,DPINLESS,1,True,Original u otra
UDINTRYSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TRY TO CUT DOWN/STOP INHALANT USE IN PAST 12 MOS,DPINSTOP,1,True,Original u otra
UDINNOTSTOP,int64,47299,9,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,UNABLE TO CUT/STOP INH USE MORE THAN ONE TIME PAST 12 MOS,DPINCANT,1,True,Original u otra
UDINWSHSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,OFTEN WISH CUT DOWN OR STOP INH USE PAST 12 MOS,DPINWISH,1,True,Original u otra
UDINHLTHPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY INH PST 12 MOS,DPINPHYS,1,True,Original u otra
UDINHLTHCTD,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD TO USE INHALANTS DESPITE INH CAUSE/WORSEN PHYS PRBS,DPINPCNT,1,True,Original u otra
UDINMNTLPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY INH PAST 12 MOS,DPINMNTL,1,True,Original u otra
UDINMNTLCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD INH USE DESPITE INH CSE/WRSN EMOT/MNTL HLTH PRBS,DPINMCNT,1,True,Original u otra
UDINSTOPACT,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,LESS ACTIVITIES B/C OF INHALANT USE PAST 12 MOS,DPINACTV,1,True,Original u otra
UDINWORKPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,INHALANTS CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,DPINSERI,1,True,Original u otra
UDINFMLYPRB,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,INHALANTS CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,DPINARGU,1,True,Original u otra
UDINFMLYCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD INHALANT USE DESPITE INH CAUSE ARGUMENTS W/FAM/FRNDS,DPINACNT,1,True,Original u otra
UDINGETHURT,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,INHALANT USE INCREASED CHANCE GETTING HURT PST 12 MOS,DPINHURT,1,True,Original u otra
UDMETIMEUSE,int64,47299,6,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF METH PST 12 MOS,DPMEFEEL,1,True,Original u otra
UDMETIMEGET,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SPENT GREAT DEAL TIME TRY TO GET/GETTING METH IN PST 12 MOS,DPMEGET,1,True,Original u otra
UDMELRGAMTS,int64,47299,6,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,USED METH LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MO,DPMELRGR,1,True,Original u otra
UDMEWANTBAD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,WANTED TO USE METH SO BADLY IN PAST 12 MOS,DPMEBDLY,1,True,Original u otra
UDMESTRURGE,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,STRONG URGE TO USE METH IN PAST 12 MOS,DPMEURGE,1,True,Original u otra
UDMENEEDMOR,int64,47299,6,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,NEEDED A LOT MORE METH TO GET FEELING YOU WANT,DPMEMORE,1,True,Original u otra
UDMELESSEFF,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,SAME AMT METH HAS LESS EFFECT THAN IT USED TO,DPMELESS,1,True,Original u otra
UDMETRYSTOP,int64,47299,6,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,TRY TO CUT DOWN/STOP METH USE IN PAST 12 MOS,DPMESTOP,1,True,Original u otra
UDMENOTSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,UNABLE TO CUT/STOP METH MORE THAN ONE TIME PAST 12 MOS,DPMECANT,1,True,Original u otra
UDMEWSHSTOP,int64,47299,8,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,OFTEN WISH CUT DOWN OR STOP METH USE PAST 12 MOS,DPMEWISH,1,True,Original u otra
UDMEHLTHPRB,int64,47299,6,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY METH PST 12 MOS,DPMEPHYS,1,True,Original u otra
UDMEHLTHCTD,int64,47299,7,0,0.0,SUBSTANCE USE DISORDER,,Predictor candidato,CONTD TO USE METH DESPITE METH CAUSE/WORSEN PHYS PRBS,DPMEPCNT,1,True,Original u otra
