variable,etiqueta_codebook,modulo,tipo_version,pct_valores_informativos,rol_final_eda
GNNDLSH1,LAST NEEDLE HAD BEEN USED BY SOMEONE ELSE,SPECIAL DRUGS,Original u otra,2.207,Excluir de variables de entrada
GNNDCLEN,USED BLEACH TO CLEAN LAST NEEDLE BEFORE USE,SPECIAL DRUGS,Original u otra,2.214,Excluir de variables de entrada
GNNDLSH2,SOMEONE ELSE USED LAST NEEDLE AFTER YOU,SPECIAL DRUGS,Original u otra,2.207,Excluir de variables de entrada
GNNDGET2,HOW DID YOU GET THE NEEDLE LAST TIME,SPECIAL DRUGS,Original u otra,2.19,Excluir de variables de entrada
IRNPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION REV,IMPUTED SPECIAL DRUGS,Imputada,100.0,Predictor principal
IINPCOLDREC,NONPRESCRIPTION COUGH OR COLD MEDS RECENCY - IMPUTATION IND,IMPUTED SPECIAL DRUGS,Imputada,100.0,Predictor principal
IRGHBREC,GHB RECENCY - IMPUTATION REVISED,IMPUTED SPECIAL DRUGS,Imputada,100.0,Predictor principal
IIGHBREC,GHB RECENCY - IMPUTATION INDICATOR,IMPUTED SPECIAL DRUGS,Imputada,100.0,Excluir de variables de entrada
ANYNDLREC,RC-MOST RECENT USE OF ANY DRUG WITH A NEEDLE,RECODED SPECIAL DRUGS,Recodificada,99.427,Predictor principal
CHMNDLREC,RC-MOST RECENT USE OF COC/HER/METH WITH A NEEDLE,RECODED SPECIAL DRUGS,Recodificada,99.774,Predictor principal
HERNEDEVER,RC-EVER USED A NEEDLE TO INJECT HEROIN,RECODED SPECIAL DRUGS,Recodificada,99.979,Predictor principal
COCNEDEVER,RC-EVER USED A NEEDLE TO INJECT COCAINE,RECODED SPECIAL DRUGS,Recodificada,99.907,Predictor principal
MTHNEDEVER,RC-EVER USED NEEDLE TO INJECT METHAMPHETAMINE,RECODED SPECIAL DRUGS,Recodificada,99.958,Predictor principal
HERSMOEVER,RC-EVER SMOKED HEROIN,RECODED SPECIAL DRUGS,Recodificada,99.977,Predictor principal
HERSNIEVER,RC-EVER SNIFFED HEROIN,RECODED SPECIAL DRUGS,Recodificada,99.977,Predictor principal
NPCOLDFLAG,RC-NONPRESCRIPTION COUGH OR COLD MEDS - EVER USED,RECODED SPECIAL DRUGS,Recodificada,100.0,Predictor principal
NPCOLDYR,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST YEAR USE,RECODED SPECIAL DRUGS,Recodificada,100.0,Predictor principal
NPCOLDMON,RC-NONPRESCRIPTION COUGH OR COLD MEDS - PAST MONTH USE,RECODED SPECIAL DRUGS,Recodificada,100.0,Predictor principal
GHBFLAG,RC-GHB - EVER USED,RECODED SPECIAL DRUGS,Recodificada,100.0,Predictor principal
GHBYR,RC-GHB - PAST YEAR USE,RECODED SPECIAL DRUGS,Recodificada,100.0,Predictor principal
GHBMON,RC-GHB - PAST MONTH USE,RECODED SPECIAL DRUGS,Recodificada,100.0,Predictor principal
UDALTIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF ALCOHOL PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,99.224,Excluir de variables de entrada
UDALTIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING ALC IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,92.135,Excluir de variables de entrada
UDALLRGAMTS,DRANK ALC LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,99.245,Excluir de variables de entrada
UDALWANTBAD,WANTED TO USE ALCOHOL SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.237,Excluir de variables de entrada
UDALSTRURGE,STRONG URGE TO DRINK ALCOHOL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,96.818,Excluir de variables de entrada
UDALNEEDMOR,NEEDED A LOT MORE ALCOHOL TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,99.207,Excluir de variables de entrada
UDALLESSEFF,SAME AMT ALCOHOL HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,95.04,Excluir de variables de entrada
UDALTRYSTOP,TRY TO CUT DOWN/STOP ALCOHOL USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.104,Excluir de variables de entrada
UDALNOTSTOP,UNABLE TO CUT/STOP ALC USE MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,60.145,Excluir de variables de entrada
UDALWSHSTOP,OFTEN WISH CUT DOWN OR STOP ALCOHOL USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,81.608,Excluir de variables de entrada
UDALHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY ALC PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.154,Excluir de variables de entrada
UDALHLTHCTD,CONTD TO USE ALCOHOL DESPITE ALCOHOL CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,44.631,Excluir de variables de entrada
UDALMNTLPRB,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY ALCOHOL PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,97.934,Excluir de variables de entrada
UDALMNTLCTD,CONTD ALCOHOL USE DESPITE ALC CSE/WRSN EMOT/MNTL HLTH PRBS,SUBSTANCE USE DISORDER,Original u otra,45.544,Excluir de variables de entrada
UDALBLCKOUT,REPEATED BLACKOUTS WHILE OR AFTER DRINKING ALC PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,96.237,Excluir de variables de entrada
UDALBLCKCTD,CONTINUE DRINKING ALCOHOL EVEN AFTER BLACKOUTS,SUBSTANCE USE DISORDER,Original u otra,44.337,Excluir de variables de entrada
UDALSTOPACT,LESS ACTIVITIES B/C OF ALCOHOL USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.169,Excluir de variables de entrada
UDALWORKPRB,ALCOHOL CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.173,Excluir de variables de entrada
UDALFMLYPRB,ALCOHOL CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.178,Excluir de variables de entrada
UDALFMLYCTD,CONTD ALCOHOL USE DESPITE ALC CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,45.379,Excluir de variables de entrada
UDALGETHURT,ALCOHOL USE INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.152,Excluir de variables de entrada
UDALWDSWEAT,SWEATING/RAPID HEARTBEAT - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.063,Excluir de variables de entrada
UDALWDTRMBL,HANDS TREMBLE - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.108,Excluir de variables de entrada
UDALWDSLEEP,TROUBLE SLEEPING - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.123,Excluir de variables de entrada
UDALWDVOMIT,VOMITING/UPSET STOMACH - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.127,Excluir de variables de entrada
UDALWDHALUC,SEE/HEAR/FEEL THINGS - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.112,Excluir de variables de entrada
UDALWDSITST,COULD NOT SIT STILL - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.123,Excluir de variables de entrada
UDALWDFLANX,FEELING ANXIOUS - ALC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.118,Excluir de variables de entrada
UDALAVOIDWD,USE ALC/DRG TO GET OVER/AVOID ALC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.167,Excluir de variables de entrada
UDALAVWALCO,USED ALCOHOL TO GET OVER/AVOID ALC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,43.906,Excluir de variables de entrada
UDALAVWSVTR,USED SED/TRQ/SLP PILLS/DWNRS TO AVOID ALC WDRWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,43.899,Excluir de variables de entrada
UDALAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD ALC WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,43.904,Excluir de variables de entrada
UDMJTIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF MJ PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.495,Excluir de variables de entrada
UDMJTIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING MJ IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,90.251,Excluir de variables de entrada
UDMJLRGAMTS,USED MJ LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.497,Excluir de variables de entrada
UDMJWANTBAD,WANTED TO USE MARIJUANA SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.503,Excluir de variables de entrada
UDMJSTRURGE,STRONG URGE TO USE MARIJUANA IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,96.579,Excluir de variables de entrada
UDMJNEEDMOR,NEEDED A LOT MORE MARIJUANA TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,99.495,Excluir de variables de entrada
UDMJLESSEFF,SAME AMT MARIJUANA HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,94.852,Excluir de variables de entrada
UDMJTRYSTOP,TRY TO CUT DOWN/STOP MARIJUANA USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.482,Excluir de variables de entrada
UDMJNOTSTOP,UNABLE TO CUT/STOP MJ USE MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,84.05,Excluir de variables de entrada
UDMJWSHSTOP,OFTEN WISH CUT DOWN OR STOP MJ USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,92.423,Excluir de variables de entrada
UDMJHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY MJ PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.49,Excluir de variables de entrada
UDMJHLTHCTD,CONTD TO USE MARIJUANA DESPITE MJ CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,77.947,Excluir de variables de entrada
UDMJMNTLPRB,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY MJ PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.731,Excluir de variables de entrada
UDMJMNTLCTD,CONTD MARIJUANA USE DESPITE MJ CSE/WRSN EMOT/MNTL HLTH PRBS,SUBSTANCE USE DISORDER,Original u otra,78.078,Excluir de variables de entrada
UDMJSTOPACT,LESS ACTIVITIES B/C OF MARIJUANA USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.476,Excluir de variables de entrada
UDMJWORKPRB,MARIJUANA CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.48,Excluir de variables de entrada
UDMJFMLYPRB,MARIJUANA CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.48,Excluir de variables de entrada
UDMJFMLYCTD,CONTD MARIJUANA USE DESPITE MJ CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,77.9,Excluir de variables de entrada
UDMJGETHURT,MARIJUANA USE INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.48,Excluir de variables de entrada
UDMJWDANGRY,FEELING IRRITABLE OR ANGRY-MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.471,Excluir de variables de entrada
UDMJWDFLANX,FEELING ANXIOUS/NERVOUS - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.469,Excluir de variables de entrada
UDMJWDSLEEP,HAVING TROUBLE SLEEPING - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.463,Excluir de variables de entrada
UDMJWDAPPET,LOSING APPETITE OR WEIGHT - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.467,Excluir de variables de entrada
UDMJWDSITST,COULDN'T SIT STILL - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.469,Excluir de variables de entrada
UDMJWDDEPRS,FEELING DEPRESSED - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.459,Excluir de variables de entrada
UDMJWDSTMCH,STOMACH ACHE - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.474,Excluir de variables de entrada
UDMJWDSHAKE,SHAKING OR TREMORS - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.471,Excluir de variables de entrada
UDMJWDSWEAT,SWEATING - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.474,Excluir de variables de entrada
UDMJWDFEVER,FEVER - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.474,Excluir de variables de entrada
UDMJWDCHILL,CHILLS - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.471,Excluir de variables de entrada
UDMJWDHEDAC,HEADACHE - MJ WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.465,Excluir de variables de entrada
UDMJAVOIDWD,USE MJ/DRG TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.478,Excluir de variables de entrada
UDMJAVWMARJ,USED MARIJUANA TO GET OVER/AVOID MJ WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,78.389,Excluir de variables de entrada
UDMJAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD MJ WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,78.38,Excluir de variables de entrada
UDCCTIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF COCAINE PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,99.892,Excluir de variables de entrada
UDCCTIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING COCAINE PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.592,Excluir de variables de entrada
UDCCLRGAMTS,USED COC LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.888,Excluir de variables de entrada
UDCCWANTBAD,WANTED TO USE COCAINE SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.89,Excluir de variables de entrada
UDCCSTRURGE,STRONG URGE TO USE COCAINE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.645,Excluir de variables de entrada
UDCCNEEDMOR,NEEDED A LOT MORE COCAINE TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,99.884,Excluir de variables de entrada
UDCCLESSEFF,SAME AMT COCAINE HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,99.636,Excluir de variables de entrada
UDCCTRYSTOP,TRY TO CUT DOWN/STOP COCAINE USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.886,Excluir de variables de entrada
UDCCNOTSTOP,UNABLE TO CUT/STOP COCAINE MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.556,Excluir de variables de entrada
UDCCWSHSTOP,OFTEN WISH CUT DOWN OR STOP COCAINE USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.22,Excluir de variables de entrada
UDCCHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY COC PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.888,Excluir de variables de entrada
UDCCHLTHCTD,CONTD TO USE COCAINE DESPITE COCAINE CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,98.053,Excluir de variables de entrada
UDCCMNTLPRB,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY COCAINE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.774,Excluir de variables de entrada
UDCCMNTLCTD,CONTD COCAINE USE DESPITE COC CSE/WRSN EMOT/MNTL HLTH PRBS,SUBSTANCE USE DISORDER,Original u otra,98.057,Excluir de variables de entrada
UDCCSTOPACT,LESS ACTIVITIES B/C OF COCAINE USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.888,Excluir de variables de entrada
UDCCWORKPRB,COCAINE CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.89,Excluir de variables de entrada
UDCCFMLYPRB,COCAINE CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.888,Excluir de variables de entrada
UDCCFMLYCTD,CONTD COCAINE USE DESPITE COC CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,98.11,Excluir de variables de entrada
UDCCGETHURT,COCAINE USE INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.886,Excluir de variables de entrada
UDCCWDFLBLU,FELT BLUE OR DOWN AFTER USING LESS OR STOPPING COCAINE,SUBSTANCE USE DISORDER,Original u otra,99.886,Excluir de variables de entrada
UDCCWDTIRED,FEELING TIRED/EXHAUSTED - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.188,Excluir de variables de entrada
UDCCWDDREAM,HAVING BAD DREAMS - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.188,Excluir de variables de entrada
UDCCWDSLEEP,TROUBLE/MORE SLEEPING - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.188,Excluir de variables de entrada
UDCCWDHNGRY,FEELING HUNGRY - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.188,Excluir de variables de entrada
UDCCWDSITST,SLOWED DOWN/RESTLESS - COC WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.188,Excluir de variables de entrada
UDCCAVOIDWD,USE COC/OTH DRUG TO GET OVER/AVOID COC WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.884,Excluir de variables de entrada
UDCCAVWCOCN,USED COCAINE TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.025,Excluir de variables de entrada
UDCCAVWMETH,USED METH TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.025,Excluir de variables de entrada
UDCCAVWSTIM,USED STM TO GET OVER/AVOID COC WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.025,Excluir de variables de entrada
UDCCAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD COC WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,98.025,Excluir de variables de entrada
UDHETIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF HEROIN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.949,Excluir de variables de entrada
UDHETIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING HEROIN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.767,Excluir de variables de entrada
UDHELRGAMTS,USED HER LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.949,Excluir de variables de entrada
UDHEWANTBAD,WANTED TO USE HEROIN SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.949,Excluir de variables de entrada
UDHESTRURGE,STRONG URGE TO USE HEROIN IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.757,Excluir de variables de entrada
UDHENEEDMOR,NEEDED A LOT MORE HEROIN TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHELESSEFF,SAME AMT HEROIN HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,99.776,Excluir de variables de entrada
UDHETRYSTOP,TRY TO CUT DOWN/STOP HEROIN USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.949,Excluir de variables de entrada
UDHENOTSTOP,UNABLE TO CUT/STOP HEROIN USE MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.827,Excluir de variables de entrada
UDHEWSHSTOP,OFTEN WISH CUT DOWN OR STOP HEROIN USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.755,Excluir de variables de entrada
UDHEHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY HEROIN PST 12MOS,SUBSTANCE USE DISORDER,Original u otra,99.949,Excluir de variables de entrada
UDHEHLTHCTD,CONTD TO USE HEROIN DESPITE HEROIN CAUSE/WORSEN PHYS PRBS,SUBSTANCE USE DISORDER,Original u otra,99.751,Excluir de variables de entrada
UDHEMNTLPRB,ANY EMOT/MNTL HLTH PRBS CAUSED/WORSND BY HEROIN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.837,Excluir de variables de entrada
UDHEMNTLCTD,CONTD HEROIN USE DESPITE HEROIN CSE/WRSN EMOT/MNTL HLTH PRBS,SUBSTANCE USE DISORDER,Original u otra,99.679,Excluir de variables de entrada
UDHESTOPACT,LESS ACTIVITIES B/C OF HEROIN USE PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEWORKPRB,HEROIN CAUSE SERIOUS PRBS AT HOME/WORK/SCH PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEFMLYPRB,HEROIN CAUSE ARGUMENTS/PROBS W/FAMILY/FRIENDS PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEFMLYCTD,CONTD HEROIN DESPITE HEROIN CAUSE ARGUMENTS W/FAM/FRNDS,SUBSTANCE USE DISORDER,Original u otra,99.791,Excluir de variables de entrada
UDHEGETHURT,HEROIN INCREASED CHANCE GETTING HURT PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEWDFLBLU,FEELING BLUE/DOWN - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.945,Excluir de variables de entrada
UDHEWDVOMIT,VOMITING/NAUSEOUS - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.945,Excluir de variables de entrada
UDHEWDCRAMP,HAVING MUSCLE CRAMPS/ACHES-HER WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEWDRUNNY,TEARY EYES/RUNNY NOSE - HER WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.945,Excluir de variables de entrada
UDHEWDSWEAT,SWEATY/LRG PUPILS/HAIR STNDING UP-HER W/DRWAL SYM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEWDDIARR,HAVING DIARRHEA - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.945,Excluir de variables de entrada
UDHEWDYAWNS,YAWNING - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEWDFEVER,HAVING FEVER - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.943,Excluir de variables de entrada
UDHEWDSLEEP,HAVING TRBL SLEEPING - HEROIN WITHDRAWAL SYMPTOM PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.945,Excluir de variables de entrada
UDHEAVOIDWD,USE HEROIN TO GET OVER/AVOID HEROIN WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.947,Excluir de variables de entrada
UDHEAVWHERN,USED HEROIN TO GET OVER/AVOID HER WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.805,Excluir de variables de entrada
UDHEAVWPNRL,USED PN RLVR TO GET OVER/AVOID HER WITHDRAWAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.778,Excluir de variables de entrada
UDHEAVWOTHR,USED SOMETHING ELSE TO GET OVR/AVD HER WITHDRAWAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.803,Excluir de variables de entrada
UDHATIMEUSE,SPENT GREAT DEAL OF TIME USING/FEEL EFF OF HAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.433,Excluir de variables de entrada
UDHATIMEGET,SPENT GREAT DEAL TIME TRY TO GET/GETTING HAL IN PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.304,Excluir de variables de entrada
UDHALRGAMTS,USED HAL LARGER AMTS OR LONGER TIME THAN MEANT TO PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.436,Excluir de variables de entrada
UDHAWANTBAD,WANTED TO USE HALLUC SO BADLY IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.436,Excluir de variables de entrada
UDHASTRURGE,STRONG URGE TO USE HALLUC IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.328,Excluir de variables de entrada
UDHANEEDMOR,NEEDED A LOT MORE HALLUC TO GET FEELING YOU WANT,SUBSTANCE USE DISORDER,Original u otra,99.431,Excluir de variables de entrada
UDHALESSEFF,SAME AMT HALLUC HAS LESS EFFECT THAN IT USED TO,SUBSTANCE USE DISORDER,Original u otra,99.311,Excluir de variables de entrada
UDHATRYSTOP,TRY TO CUT DOWN/STOP HALLUC USE IN PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.425,Excluir de variables de entrada
UDHANOTSTOP,UNABLE TO CUT/STOP HALLUC MORE THAN ONE TIME PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,94.907,Excluir de variables de entrada
UDHAWSHSTOP,OFTEN WISH CUT DOWN OR STOP HALLUC PAST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.051,Excluir de variables de entrada
UDHAHLTHPRB,ANY LONG-LASTING PHYS PRBS CAUSED/WORSND BY HAL PST 12 MOS,SUBSTANCE USE DISORDER,Original u otra,99.431,Excluir de variables de entrada
